,emotion,voc_channel,modality,intensity,actors,phrase,path
712,surprised,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_12\03-01-08-01-01-01-12.wav
713,surprised,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_12\03-01-08-01-01-02-12.wav
714,surprised,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_12\03-01-08-01-02-01-12.wav
715,surprised,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_12\03-01-08-01-02-02-12.wav
716,surprised,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_12\03-01-08-02-01-01-12.wav
717,surprised,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_12\03-01-08-02-01-02-12.wav
718,surprised,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_12\03-01-08-02-02-01-12.wav
719,surprised,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_12\03-01-08-02-02-02-12.wav
720,neutral,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-01-01-01-01-13.wav
721,neutral,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-01-01-01-02-13.wav
722,neutral,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-01-01-02-01-13.wav
723,neutral,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-01-01-02-02-13.wav
724,calm,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-02-01-01-01-13.wav
725,calm,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-02-01-01-02-13.wav
726,calm,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-02-01-02-01-13.wav
727,calm,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-02-01-02-02-13.wav
728,calm,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-02-02-01-01-13.wav
729,calm,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-02-02-01-02-13.wav
730,calm,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-02-02-02-01-13.wav
731,calm,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-02-02-02-02-13.wav
732,happy,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-03-01-01-01-13.wav
733,happy,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-03-01-01-02-13.wav
734,happy,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-03-01-02-01-13.wav
735,happy,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-03-01-02-02-13.wav
736,happy,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-03-02-01-01-13.wav
737,happy,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-03-02-01-02-13.wav
738,happy,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-03-02-02-01-13.wav
739,happy,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-03-02-02-02-13.wav
740,sad,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-04-01-01-01-13.wav
741,sad,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-04-01-01-02-13.wav
742,sad,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-04-01-02-01-13.wav
743,sad,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-04-01-02-02-13.wav
744,sad,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-04-02-01-01-13.wav
745,sad,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-04-02-01-02-13.wav
746,sad,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-04-02-02-01-13.wav
747,sad,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-04-02-02-02-13.wav
748,angry,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-05-01-01-01-13.wav
749,angry,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-05-01-01-02-13.wav
750,angry,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-05-01-02-01-13.wav
751,angry,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-05-01-02-02-13.wav
752,angry,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-05-02-01-01-13.wav
753,angry,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-05-02-01-02-13.wav
754,angry,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-05-02-02-01-13.wav
755,angry,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-05-02-02-02-13.wav
756,fearful,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-06-01-01-01-13.wav
757,fearful,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-06-01-01-02-13.wav
758,fearful,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-06-01-02-01-13.wav
759,fearful,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-06-01-02-02-13.wav
760,fearful,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-06-02-01-01-13.wav
761,fearful,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-06-02-01-02-13.wav
762,fearful,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-06-02-02-01-13.wav
763,fearful,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-06-02-02-02-13.wav
764,disgust,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-07-01-01-01-13.wav
765,disgust,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-07-01-01-02-13.wav
766,disgust,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-07-01-02-01-13.wav
767,disgust,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-07-01-02-02-13.wav
768,disgust,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-07-02-01-01-13.wav
769,disgust,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-07-02-01-02-13.wav
770,disgust,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-07-02-02-01-13.wav
771,disgust,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-07-02-02-02-13.wav
772,surprised,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-08-01-01-01-13.wav
773,surprised,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-08-01-01-02-13.wav
774,surprised,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-08-01-02-01-13.wav
775,surprised,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-08-01-02-02-13.wav
776,surprised,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-08-02-01-01-13.wav
777,surprised,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-08-02-01-02-13.wav
778,surprised,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-08-02-02-01-13.wav
779,surprised,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_13\03-01-08-02-02-02-13.wav
780,neutral,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-01-01-01-01-14.wav
781,neutral,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-01-01-01-02-14.wav
782,neutral,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-01-01-02-01-14.wav
783,neutral,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-01-01-02-02-14.wav
784,calm,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-02-01-01-01-14.wav
785,calm,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-02-01-01-02-14.wav
786,calm,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-02-01-02-01-14.wav
787,calm,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-02-01-02-02-14.wav
788,calm,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-02-02-01-01-14.wav
789,calm,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-02-02-01-02-14.wav
790,calm,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-02-02-02-01-14.wav
791,calm,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-02-02-02-02-14.wav
792,happy,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-03-01-01-01-14.wav
793,happy,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-03-01-01-02-14.wav
794,happy,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-03-01-02-01-14.wav
795,happy,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-03-01-02-02-14.wav
796,happy,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-03-02-01-01-14.wav
797,happy,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-03-02-01-02-14.wav
798,happy,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-03-02-02-01-14.wav
799,happy,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-03-02-02-02-14.wav
800,sad,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-04-01-01-01-14.wav
801,sad,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-04-01-01-02-14.wav
802,sad,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-04-01-02-01-14.wav
803,sad,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-04-01-02-02-14.wav
804,sad,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-04-02-01-01-14.wav
805,sad,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-04-02-01-02-14.wav
806,sad,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-04-02-02-01-14.wav
807,sad,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-04-02-02-02-14.wav
808,angry,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-05-01-01-01-14.wav
809,angry,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-05-01-01-02-14.wav
810,angry,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-05-01-02-01-14.wav
811,angry,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-05-01-02-02-14.wav
812,angry,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-05-02-01-01-14.wav
813,angry,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-05-02-01-02-14.wav
814,angry,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-05-02-02-01-14.wav
815,angry,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-05-02-02-02-14.wav
816,fearful,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-06-01-01-01-14.wav
817,fearful,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-06-01-01-02-14.wav
818,fearful,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-06-01-02-01-14.wav
819,fearful,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-06-01-02-02-14.wav
820,fearful,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-06-02-01-01-14.wav
821,fearful,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-06-02-01-02-14.wav
822,fearful,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-06-02-02-01-14.wav
823,fearful,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-06-02-02-02-14.wav
824,disgust,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-07-01-01-01-14.wav
825,disgust,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-07-01-01-02-14.wav
826,disgust,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-07-01-02-01-14.wav
827,disgust,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-07-01-02-02-14.wav
828,disgust,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-07-02-01-01-14.wav
829,disgust,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-07-02-01-02-14.wav
830,disgust,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-07-02-02-01-14.wav
831,disgust,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-07-02-02-02-14.wav
832,surprised,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-08-01-01-01-14.wav
833,surprised,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-08-01-01-02-14.wav
834,surprised,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-08-01-02-01-14.wav
835,surprised,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-08-01-02-02-14.wav
836,surprised,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-08-02-01-01-14.wav
837,surprised,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-08-02-01-02-14.wav
838,surprised,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-08-02-02-01-14.wav
839,surprised,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_14\03-01-08-02-02-02-14.wav
840,neutral,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-01-01-01-01-15.wav
841,neutral,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-01-01-01-02-15.wav
842,neutral,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-01-01-02-01-15.wav
843,neutral,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-01-01-02-02-15.wav
844,calm,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-02-01-01-01-15.wav
845,calm,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-02-01-01-02-15.wav
846,calm,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-02-01-02-01-15.wav
847,calm,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-02-01-02-02-15.wav
848,calm,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-02-02-01-01-15.wav
849,calm,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-02-02-01-02-15.wav
850,calm,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-02-02-02-01-15.wav
851,calm,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-02-02-02-02-15.wav
852,happy,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-03-01-01-01-15.wav
853,happy,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-03-01-01-02-15.wav
854,happy,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-03-01-02-01-15.wav
855,happy,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-03-01-02-02-15.wav
856,happy,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-03-02-01-01-15.wav
857,happy,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-03-02-01-02-15.wav
858,happy,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-03-02-02-01-15.wav
859,happy,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-03-02-02-02-15.wav
860,sad,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-04-01-01-01-15.wav
861,sad,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-04-01-01-02-15.wav
862,sad,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-04-01-02-01-15.wav
863,sad,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-04-01-02-02-15.wav
864,sad,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-04-02-01-01-15.wav
865,sad,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-04-02-01-02-15.wav
866,sad,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-04-02-02-01-15.wav
867,sad,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-04-02-02-02-15.wav
868,angry,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-05-01-01-01-15.wav
869,angry,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-05-01-01-02-15.wav
870,angry,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_15\03-01-05-01-02-01-15.wav
